ALL VALUES ARE ARE LOG(2) [EXPRESSION RATIOS] 					Experimental treatment:	15 microg/ml Nor, 2 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 10 min	15microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	42º C, 2 min	42º C, 5 min	42º C, 10 min	42º C, 20 min	15 microg/ml Nor, 2 min	15 microg/ml Nor, 3 min	15 microg/ml Nor, 4 min	15 microg/ml Nor, 5 min	15 microg/ml Nor, 7 min	15 microg/ml Nor, 10 min	15 microg/ml Nor, 15 min	15 microg/ml Nor, 20 min	15 microg/ml Nor, 30 min	50 microg/ml Nor, 2 min	50 microg/ml Nor, 5 min	50 microg/ml Nor, 10 min	50 microg/ml Nor, 20 min	50 microg/ml Nor, 30 min	20 microg/ml Novo, 5 min	50 microg/ml Novo, 5 min	200 microg/ml Novo, 5 min
elaC 	b2268	orf,_hypothetical_protein	-0.1732602193	1	0	-0.074	-0.7859	0.02857	-0.2863	-0.5146	0.263	0.08406	0.08406	-0.5995	-0.7131	-0.4344	-0.1203	0.3103	0.4751	0.1375	-0.186122	0.08406	-0.2863	-0.5995	-0.31765	0.09761	-0.4739	0.160695	-0.5353	0.1947	-0.2009	-0.26765	-0.1844	-0.4739	0.7485	0.8319	0.9928	-1.322	-1.286	-6.644
yfbL 	b2271	putative_aminopeptidase	0.4181949904	0.9535	-0.0686951563	-0.152	-1.059	-0.2515	-0.3585	0.1243	-0.8365	-0.3585	-0.5564	-1.434	-0.4344	-0.2688	4.087	-0.5778	0.5558	1.561	1.506	0.6415	1.104	0.8074	0.64125	0.433	0.5753	0.4802	0.7398	0.82635	0.5656	0.11325	1.836	0.9855	1.356	1.74	1.275	1.836	1.575	-0.9159
yfbM 	b2272	orf,_hypothetical_protein	0.4029665571	0.29475	-1.7624362817	-0.074	-0.5778	0.263	-0.3959	-0.4739	-0.6439	-0.1844	-0.2176	-1.184	-0.151163	-0.8625	0.4114	0.6781	0.44339	2.832	1.56815	1.956	1.029	0.546	0.1308	0.08406	-0.1047	0.26355	0.576796	0.36725	-0.04394	0.20025	1.35	0.585	0.6415	0.1763	1.356	1.021	0.148603	-0.5995
yfbN 	b2273	orf,_hypothetical_protein	0.5866586288	0.173	-2.531156057	-0.02915	-0.415	0	-0.5564	-0.2009	-1	-0.5146	-0.7131	-0.6897	-1.599	0.1375	2.039	-0.4344	-0.454	0.8875	1.766	1.293	0.8797	0.111	0.19643	0.2388	0.189	0.2115	0.1763	0.381	0.251	0.35245	1.293	0.811902	1.029	1.157	0.5261	1.138	1.541	0.4436
b2274 	b2274	orf,_hypothetical_protein	0.2578862326	1	0	0.1763	0.2016	0.4222	-0.400379	-0.152	-0.6439	0.1506	-0.5564	-1.059	-0.6439	-0.311299	-2.184	-0.388677	-2.322	-1.556	0.6323	-0.188006	-0.4941	-0.04394	-0.03103	0.02857	0.2987	-0.10611	0.546	-0.07432	0.4114	0.02829	-1.889	-0.4344	-0.7612	-0.811	-0.7612	4.925	1.176	0.519185
b2275 	b2275	orf,_hypothetical_protein	0.5068947137	0.41275	-1.2766598797	0.2265	0.6508	0.01436	-0.6215	-0.3585	-0.2515	-0.5995	-0.9714	-0.889	-1.12	-0.304	0.6599	0.189	0.3103	0.9635	1.531	1.17	0.757	0.4005	-0.03883	-0.04394	0.7398	0.023	0.516	0.4094	0.4436	0.2111	-0.4739	0.2016	-0.2688	0.111	0.3103	1.844	1.952	1.646
nuoN 	b2276	NADH_dehydrogenase_I_chain_N	-0.1091676724	1	0	0.3219	0.6135	-0.02915	0.02857	-0.889	0.275	-0.2863	-0.7131	-0.9159	-1.12	-0.6897	-0.6897	-0.9714	-0.6666	-1.556	-0.4941	-0.4344	0.05658	0.5656	-0.63305	-0.454	0.09761	-0.883	-1.152	-1.09225	-1.322	-1.092	-0.3959	-1.059	-2.474	-2.322	-1.737	1.189	1.709	1.454
nuoM 	b2277	NADH_dehydrogenase_I_chain_M	-0.3373909869	1	0	0.07039	0.669	0.02857	0.3448	-0.1203	0.5656	0.08406	-0.3219	-0.4344	-0.5564	-0.0145	-0.05889	-0.1361	0.4647	0.4114	-0.1361	-0.1203	0.4647	0.6508	-0.94775	-0.7612	0.4222	-0.883075	-1.029	-2.29	-1.12	-0.56	-0.5353	-1.396	-3.059	-2	-2	1.322	1.401	1.561
nuoL 	b2278	NADH_dehydrogenase_I_chain_L	-0.4142618827	1	0	0	0.9561	0.1506	0.3219	-0.1203	0.757	0.1243	-0.2515	-0.1203	-0.6897	-0.3585	-0.9159	-0.5146	-0.08927	0.2016	-0.4941	-0.4739	0.2987	0.7485	-0.63375	-0.5353	0.6871	-1.252	-0.889	-1.448	-1.737	-0.9715	-0.3959	-1.184	-3.474	-3.059	-2.556	0.8156	0.6415	0.669
nuoK 	b2279	NADH_dehydrogenase_I_chain_K	-0.2385478709	1	0	0.8639	0.6871	0.1763	0.4005	0.01436	0.856	0.433	0.3334	0.585	0.4751	-1.059	-2.059	-1.434	0.05658	-1.184	-1.69	-0.3585	0.4222	1.064	-0.7718	-0.4941	0.5361	-1.324	-0.1361	-1.8115	1.275	0.4037	0.5558	-0.3585	-1.358	-2.12	-2.184	0.5059	0.4957	0.6781
nuoJ 	b2280	NADH_dehydrogenase_I_chain_J	-0.2738461997	1	0	0.2141	0.9561	0.04264	0.5361	-0.074	0.7137	0.08406	-0.3219	-0.1203	-0.454	0	-1.644	-1.089	-0.2515	0.275	-1.059	-0.4941	0.189	0.7225	-0.3094	-0.3401	0.5656	-1.044	-0.9159	-1.274	-1.152	-0.626	-0.2688	-0.7131	-1.184	-2.474	-1.943	0.7655	0.9561	0.9928
nuoI 	b2281	NADH_dehydrogenase_I_chain_I	-0.2392627392	1	0	0.3785	0.856	-0.08927	0.4957	-0.2688	0.6135	-0.02915	-0.05889	0	-0.3585	-0.152	-1.644	-0.9434	-0.08927	0.3674	-1.434	-0.3219	0.3219	0.6599	-0.5355	-0.6666	0.2987	-1.5165	-0.737	-1.7085	-0.8625	-0.43125	-0.1844	-0.6897	-0.7859	-1.252	-1.556	0.774	0.856	1.144
nuoH 	b2282	NADH_dehydrogenase_I_chain_H	-0.3129232664	1	0	0.6229	0.9107	0.02857	0.4005	-0.04394	0.7225	0.189	-0.1361	0.04264	-0.2688	-0.04394	-1.474	-0.889	0.01436	0.05658	-1.152	-0.4344	0.263	0.7312	-0.5965	-0.5353	0.5656	-1.6965	-0.7131	-2.092	-0.7612	-0.4857	-0.2688	-1	-0.2515	-2.644	-2.12	0.7908	1.465	0.9928
nuoG 	b2283	NADH_dehydrogenase_I_chain_G	-0.2975421868	1	0	0.6415	0.757	0.3448	0.275	-0.4941	0.4542	-0.0145	0.111	0	-0.4344	-0.5353	-1.358	-0.7131	-0.1681	-0.2176	-1.152	-0.2515	0.1763	0.9107	-0.307	-0.02915	0.5753	-1.939	-0.2688	-2.737	-0.02915	-0.26765	-0.1203	-0.7131	-1.556	-2.943	-2.556	1.084	0.8718	1
nuoF 	b2284	NADH_dehydrogenase_I_chain_F	-0.369008549	1	0	0.926	0.9107	0.01436	0.6871	0.05658	0.7908	0.3219	0.3561	0.848	0.263	-0.6897	-1.252	-0.2688	-0.2009	-0.7612	-1.12	-0.3219	0.2987	1.084	-0.08565	0.3219	0.6415	-1.62	-0.1844	-2.363	0.8639	0.06215	-0.04394	-0.9159	-2.059	-2.737	-2.184	1	0.6229	0.757
nuoE 	b2285	NADH_dehydrogenase_I_chain_E	-0.2562679129	1	0	1	0.9561	0.433	0.4957	0.3103	0.8875	0.3334	0.516	0.903	0.5656	-1.515	-1.737	-0.889	0.09761	-0.7131	-1.599	-0.02915	0.6135	1.077	0.2	0.2265	0.3334	-0.53732	-0.08927	-1.974	1.091	0.17805	0.3103	-0.08927	-1.599	-2.556	-2	0.6135	0.9107	0.6871
nuoC 	b2286	NADH_dehydrogenase_I_chain_C,_D	-0.2569664497	1	0	1.057	0.7991	0.4005	0.6323	0.275	0.84	0.585	0.6781	0.9855	0.6871	-1.943	-2.059	-1.059	0.02857	-1.737	-2	-0.304	0.4751	1.131	-0.11486	0.275	0.585	-1.65595	0.2388	-2.297	1.683	0.44375	0.275	-0.3959	-1.69	-2.12	-2.184	0.4542	0.5059	0.433
nuoB 	b2287	NADH_dehydrogenase_I_chain_B	-0.1271182053	1	0	0.856	0.7991	0.4542	0.3785	0.1243	0.585	0.585	0.5361	0.9184	0.6508	-1.737	-1.889	-1.474	-0.3401	-1.184	-2.644	-0.3585	0.3219	0.9561	0.0031	0.3561	0.4647	-1.2852	0.275	-1.7405	1.766	0.542	0.433	0.02857	-1.184	-1.837	-1.515	0.4957	0.8953	0.6508
nuoA 	b2288	NADH_dehydrogenase_I_chain_A	-0.1552061769	1	0	0.6041	0.3785	0.1243	0.4647	-0.2345	0.5261	0.5753	0.5945	1.029	0.6415	-1.322	-1.286	-1.089	-0.04394	-1.089	-1.322	-0.2009	0.4114	0.6871	-0.4894	-0.3219	0.09761	-0.7927	-0.2009	-1.717	1.709	0.41185	0.516	0.02857	-0.6439	-0.8365	-0.889	0.05658	0.3785	0.433
lrhA 	b2289	LysR_homologue_which_modulates__SprE(RssB)_activity	0.7500589825	0.00475	-7.7178567712	0.3896	-0.1844	-0.2863	-0.04394	-0.1047	-0.3401	-0.304	-0.1681	0.01436	-0.3959	-0.8365	-0.3771	-0.2863	-0.2515	-0.02915	0.5361	0.5558	0.02857	-0.04394	-0.152	-0.1203	0.01436	-0.15255	0.516	0.4185	0.9336	0.4515	0.7049	0.4005	1.239	1.118	1.077	0.6041	1	1.05
b2290 	b2290	putative_aminotransferase	-0.0795526254	1	0	-0.304	-0.2688	-0.2688	-0.2863	0.1375	-0.2345	-0.454	-0.4344	-0.2863	-0.1844	-0.6897	-1.396	-0.5995	-0.3219	-1.515	-1.218	-1.029	-1.69	0	-0.3224	-0.3219	-0.1681	-0.58355	-0.7612	-0.7799	-0.2176	-0.2172	0.05658	0	-0.8625	-0.02915	0.111	-0.3771	-0.5564	-0.6666
b2291 	b2291	putative_alpha_helix_protein	0.383277117	1	0	-0.2688	-0.2688	-0.3219	-0.3401	0.5361	-0.3585	-0.3771	-0.2176	-0.338423	0.08406	0.8953	0.01436	0.111	-0.5353	0.07039	-0.3219	0.09761	-0.1047	0.111	0.04203	-0.074	0.3103	0.07032	-0.152	-0.13266	0.848	0.2925	0.9184	0.546	0.3334	0.7398	0.8156	-0.304	-0.1203	0.01436
yfbT 	b2293	putative_phosphatase	0.282848657	1	0	-0.1844	-0.152	-0.4941	0.4542	-0.1681	-0.08927	-0.152	0.07039	0.4005	0.08406	0.08406	0.1243	0.02857	-0.2176	0.2141	0.4647	0.2016	-0.3219	0.3561	0.12212	0.05658	-0.02915	0.0754	-0.4344	-0.02345	0.04264	0.15515	0	0.2141	0.02857	-0.1681	1.753	0.09761	0.05658	0.4957
b2294 	b2294	orf,_hypothetical_protein	-0.4742363556	0.999375	-0.0009019663	0.01436	-0.04394	-0.454	0.5656	0.05658	0.1375	0.1506	0.2265	0.2869	0.189	0.9336	0.8639	1.043	0.903	-0.1844	0.4542	0.6599	-0.1047	0.3561	0.124105	0.1763	0	0.073575	-0.2176	-0.2033	-0.08927	0.0555	-0.2688	-0.5353	-0.2345	-0.1681	-0.3585	0.263	0.3896	0.4222
b2295 	b2295	orf,_hypothetical_protein	-0.0025673898	1	0	-0.1844	0.2869	-0.074	-0.2176	-0.3401	0.3896	0.1763	0.263	-0.3219	-0.05889	-0.1203	0.2869	0.7485	0.04264	0	0.4436	0.251	0.02857	0.2141	0.160695	0.4647	0.04264	0.20565	0.2388	0.3448	0.5753	0.14935	-0.4739	-0.2863	-0.6666	-0.6897	-0.3401	0.3334	0.5656	0.3561
ackA 	b2296	acetate_kinase	0.1944208454	1	0	-0.2176	0.4436	0.4751	-1.599	-2.322	0.09761	-0.2345	0.263	-1	-1.358	-0.1361	-0.7612	-0.2515	-1.12	-0.454	-0.7612	-0.4739	-1.09476	0.2265	-0.3516	-0.2688	-0.1844	-0.266	-0.6666	-0.49465	-0.5564	-0.35655	0.4005	0.4647	0.2016	-1.218	-1	0.3561	0.3219	0.546
pta 	b2297	phosphotransacetylase	0.1860293334	1	0	0.09761	0.275	0.04264	-1.434	-2.12	-0.02915	-0.3959	-0.3771	-1.252	-1.69	-0.454	-0.5778	-0.2863	-0.6439	0.251	-0.2176	0.02857	-0.02915	0.757	-0.0913	0.05658	0.5753	-0.22675	0.3103	-0.81655	-0.3959	-0.3333	0.07039	0.3219	-0.2688	-2.059	-2.943	0.7485	1.245	1.014
yfcC 	b2298	putative_S-transferase	0.7742172199	0.0955	-3.3883554566	-0.454	0.01436	0.251	-0.5995	-0.1361	-0.2345	-0.1361	-0.3219	-0.6897	-0.889	-0.152	0.4114	0.02857	-0.6897	0.1506	-0.1361	-0.889	0.1635	0.3334	0.37695	0.1375	0.6781	0.3612	0.7137	0.58175	0.08406	0.424	0.3896	0.433	0.433	1.104	1.895	0.2265	0.6229	1.379
b2299 	b2299	putative_regulator	0.4160052176	0.794625	-0.3316539116	-0.074	0.08406	0.263	-0.1203	-0.02915	0.3674	0.3334	0.3785	0.433	0.5558	-0.02915	0.1375	0.6229	0.8639	0.5361	3.128	0.585	0.8953	0.4114	0.15665	0.3334	0.9184	0.4143	0.9411	0.46435	0.9486	0.43985	-0.05889	0.7225	1.176	0.251	0.585	0.903	1.595	1.257
yfcE 	b2300	orf,_hypothetical_protein	0.4715678852	0.35425	-1.4971602417	0.1243	0.4005	0.2869	0.111	0.111	0.4647	0.5261	0.6781	0.669	0.7655	0.2869	0.4114	0.8074	0.7908	0.9928	2.72	0.696	0.8156	0.7908	0.50575	0.6781	1.057	0.8953	1.036	0.41915	0.7991	0.6255	0.7398	0.9486	1.202	0.6871	0.4647	0.8797	1.722	1.816
yfcF 	b2301	orf,_hypothetical_protein	0.1677517249	1	0	0	-0.454	-0.08927	-0.1361	0.2016	-0.152	-0.1361	-0.1844	0.189	0.6508	0.028189	0.183995	-1.029	0.7312	-0.2688	0.133832	-0.08927	-1.252	-0.152	-0.0187	0.3785	-0.05889	0.219985	-0.5778	0.10418	-0.4941	0.0555	1.836	1	0.3219	0.111	0.07039	1.131	0.8797	0.7398
yfcG 	b2302	putative_S-transferase	0.6718507289	0.003375	-8.2108967825	-0.1681	-0.8625	-0.304	-0.3401	0.3103	-0.6897	-0.1361	-0.4344	-0.4941	-0.3771	-0.304	-0.074	-0.9159	0.01436	0.774	-0.2176	0.02857	-0.2863	0.08406	0.4489	0.3674	0.09761	0.41665	0.263	0.31475	0.263	0.1724	1.506	0.9107	0.585	0.4854	0.05658	0.7137	1.077	1.339
folX 	b2303	D-erythro-7,8-dihydroneopterin_tri_P_epimerase	-0.7437329959	0.008125	-6.9434164716	0.4114	0.263	0.2869	0.3896	0.111	0.3103	0.251	0.5945	0.4854	1.07	-0.5353	-0.0145	0.04264	0.263	-0.6897	-0.5778	-0.04394	-0.3585	-0.2009	-0.0861	-0.3585	-0.2863	-0.60045	-0.7859	-0.8495	-0.4941	-0.5	0.3896	0.09761	-1.089	-1.152	-1.434	-0.1844	0.01436	-0.5146
b2304 	b2304	putative_sugar_nucleotide_epimerase	-0.2858846468	1	0	0.1243	0.2265	-0.08927	0.585	0.2141	0.01436	-0.1047	-0.05889	0.189	0.1243	-0.5353	0.01436	-0.2345	-1.089	0.6781	-0.454	-0.5564	-0.4344	-0.3959	-0.72625	-0.7612	-0.811	-0.7835	-0.9159	-0.86345	-0.2345	-0.11725	-0.02915	-0.126141	0.09761	0.1635	0.275	-0.304	-0.1361	-0.415
yfcI 	b2305	orf,_hypothetical_protein	-0.1953779678	1	0	0.4854	0.1375	0.3103	0	0.2388	-0.5778	0.1506	-0.4344	-0.5778	-0.1844	-0.4739	0.546	0.1763	0.4005	-0.02915	-0.087014	0.3103	-0.6215	-0.9714	0.16295	0.1763	-0.8625	-0.2598	-0.5564	0.15665	0.1763	-0.23695	-2.322	-0.454	-0.4344	-0.2515	0.251	-0.2688	0.2141	-0.08927
hisP 	b2306	ATP-binding_component_of_histidine_transport	-0.1237541419	1	0	0.2388	0.1375	0.275	0.7137	0.433	-0.3959	-0.1681	0.01436	0.2016	-0.2176	-0.152	0.2388	3.492	-0.5564	0.060291	-0.811	0.3334	-0.2688	-0.2688	-0.2112	0.04264	-0.1203	0.29134	-0.02915	-0.04402	-0.04394	-0.31075	-0.1047	0.1763	-0.02915	0.2265	0.07039	0.585	0.8156	0.8718
hisM 	b2307	histidine_transport,_membrane_protein_M	-0.14932059	1	0	0.05658	-0.02915	0.251	0.6229	0.9709	-0.0145	-0.2863	-0.074	0.585	0.09761	-0.1361	-0.1361	0.2987	0.757	-0.2688	-0.04394	0	-0.04394	0.2016	-0.15637	-0.152	0.1506	0.11423	-0.02915	-0.089595	0.6041	0.08175	0.189	0.546	-0.2345	0.696	0.669	-0.2009	-0.02915	-0.4941
hisQ 	b2308	histidine_transport_system_permease_protein	-0.6420809132	0.094375	-3.4054514504	-0.1361	0.251	0.1506	0.856	0.3334	0.5261	0.251	0.1243	0.8953	0.5261	0.111	0.275	0.7824	0.04264	0.1506	0.07039	0.111	0.275	0.3219	-0.889	-0.7612	0.3103	-0.5146	-0.1203	-1.0596	0.2388	0.02132	-0.5146	-0.5564	-1.12	-0.737	-0.7131	0.1243	-0.1203	0.1375
hisJ 	b2309	histidine-binding_periplasmic_protein_of_high-affinity_histidine_transport_system	-0.3026532214	1	0	0.4436	-0.08927	0.8639	2.101	2.17	0.3674	0.5361	0.3561	1.566	1.384	-0.02915	-0.4344	-0.3771	-1.434	-0.454	-0.3959	-0.3585	-0.7859	0.09761	-0.38305	-0.415	0.111	-0.17645	0.111	-0.45745	0.5261	0.28765	0.7824	0.6781	0.3219	0.3674	-0.1047	0.4005	0.1506	0.1763
argT 	b2310	lysine-,_arginine-,_ornithine-binding_periplasmic_protein	-0.3917894163	0.96475	-0.0517729561	0.4436	0.2265	0.4114	2.551	2.406	0.3219	0.6229	0.3219	2.098	1.82	-0.074	-0.8625	-0.2176	-0.415	-1.184	-1.786	-0.7131	-1.152	-0.3219	0.28765	-0.055607	0.04264	0.28765	0.2016	0.28765	0.696	0.18925	0.09761	0.1506	0.4436	0.4751	-0.02915	-0.6439	-0.5995	-0.5564
ubiX 	b2311	3-octaprenyl-4-hydroxybenzoate_carboxy-lyase	0.2282259261	1	0	-0.3585	-0.2176	0.07039	-0.1844	-0.5353	-0.3959	-0.1844	-0.3771	-0.6439	-0.811	0.189	-0.3585	-0.2176	-0.4941	-0.1203	-1.12	-1.12	-0.1844	-0.2345	-0.02602	-0.304	-0.3771	0.04203	-0.3401	0.22898	-0.2009	0.048805	-0.02915	0.02857	-0.1844	-0.0145	-0.05889	-1.152	-0.454	-0.152
purF 	b2312	amidophosphoribosyltransferase_=_PRPP_amidotransferase	0.4159467054	0.997625	-0.003430476	-0.2176	0.3334	0.3785	-1.322	-1.396	-0.02915	0.09761	0.5059	-0.9159	-0.6439	0.2869	-0.7612	-1.286	0.1243	0.1635	-0.6666	-0.5778	1.269	-0.1203	1.07345	1.333	0.4005	0.62025	0.4005	0.056515	-1.059	-0.19795	-0.2515	-0.1681	0.9782	-0.5564	-0.4344	0.7824	0.8718	0.9561
cvpA 	b2313	membrane_protein_required_for_colicin_V_production	0.2381836591	1	0	-0.074	0.2265	0.4436	-1.089	-1	0.01436	0.05658	0.275	-0.737	-0.3585	-0.3585	-0.415	-0.304	-0.1361	0.01436	-1.434	-0.7612	0.774	-0.0145	0.51255	0.5945	0.3103	0.64155	0.09761	0.1724	-0.4739	-0.23695	-0.415	-0.7131	-0.6439	-0.6897	-0.6666	0.8319	0.8953	0.7485
dedD 	b2314	putative_lipoprotein	-0.4530790458	0.69625	-0.5223226724	-0.1681	0.1506	-0.2688	-0.074	-0.5353	0.1506	0.04264	0.08406	-0.152	-0.152	-0.2688	-0.2009	0.5261	0.6415	-0.1203	-0.415	-0.454	0.2388	-0.4941	-0.83675	-0.6215	-0.3401	-0.6617	-0.05889	-0.94365	-1.089	-0.576	-0.4941	-0.5564	-1.029	-1.059	-0.1681	0.3103	0.08406	0.1763
folC 	b2315	dihydrofolate:folylpolyglutamate_synthetase;_dihydrofolate_synthetase	-0.128451198	1	0	-0.04394	0.02857	0.3219	-0.1203	-0.6897	0.2141	0.3219	0.4005	0.1506	0	-0.4739	-1.152	-0.1844	-0.0145	-0.2345	-1.322	-0.454	0.6323	-0.152	-0.6325	-0.5778	0.1375	-0.5909	-0.08927	-0.85655	-0.6666	-0.45795	-0.454	-0.04394	-0.5353	-0.8365	-0.304	0.02857	0.6323	0.6871
accD 	b2316	acetylCoA_carboxylase,_carboxytransferase_component,_beta_subunit	-0.3984180063	0.878125	-0.1875017747	0.1506	0.3334	0.2141	0.275	0.111	0.3674	0.4436	0.4957	0.4436	0.3896	-0.3959	-0.3771	0.07039	0.3448	0.01436	-0.3219	-0.8625	0.07039	-0.152	-0.3948	-0.3219	-0.2176	-0.4093	-0.1203	-0.5955	-0.454	-0.35655	0.07039	0.111	-0.5146	-1.12	-0.4941	0.4957	0.7908	0.8718
pdxB 	b2320	erythronate-4-phosphate_dehyrogenase	0.2614545609	1	0	0.02857	0.263	-0.074	-0.0145	-0.074	0.2016	0.251	0.2987	0.4647	0.5361	-0.6439	-0.6215	-0.152	-0.4344	-0.3959	-0.8625	-0.737	-0.2515	0.3219	-0.120635	-0.1203	0.3219	-0.23495	0.1243	-0.731	-0.2009	0.1255	0.696	0.7908	0.7049	0.3219	0.7137	0.4436	0.6323	1.111
div 	b2321	cell_division_protein	0.2602640947	1	0	0.3448	0.3334	0.3334	-0.3771	-0.5995	0	0.02857	0.2388	-0.3585	-0.1844	-1.358	-0.7131	-0.737	-0.5778	-0.9434	-1.322	-1	-0.2688	0.2016	0.027945	-0.074	0.433	0.145785	0.774	-0.129895	-0.08927	0.1837	-0.5353	0.07039	-0.3401	-0.5146	-0.7859	0.585	1.091	1.043
b2322 	b2322	putative_transport_protein	0.5538569627	1	0	0.189	0.5261	0.4005	-0.454	-0.1361	-0.3401	0.01436	-0.05889	-0.7859	-0.6439	-0.737	-0.074	0.433	-0.6897	-0.6666	-0.112648	-1.286	0.07039	-0.02915	0.5036	0.7908	0.4005	0.3758	0.4222	0.5355	0.1506	0.2165	-0.5778	0.5753	-0.2515	0	0.6599	0.3219	1.021	1.454
fabB 	b2323	3-oxoacyl-[acyl-carrier-protein]_synthase_I	-0.5067903935	0.5365	-0.8983499239	0.3785	0.3103	1.189	1.195	0	0.6229	0.9486	1.021	1.043	0.6135	-0.5778	0	0.4542	-0.3959	-1.089	-0.074	0.3561	-0.2345	0.01436	-0.58895	-0.415	-0.4739	-1.271	0.2016	-1.434	0.5361	-0.35655	-0.1361	-0.454	-1.059	-1.644	-0.7612	0.6871	0.8797	0.9184
b2324 	b2324	putative_peptidase	0.5484393268	0.418375	-1.257131449	-0.2863	-0.074	0.2869	0.01436	-0.1047	0.07039	0.08406	0.2265	0.01436	-0.1203	-0.1681	-0.2863	0.02857	-0.152	0.01436	-0.1844	0.2016	0.4957	0.1375	-0.085595	0.2388	0.3561	-0.1958	0.5261	-0.47405	0.6229	0.28765	0.263	0.5656	0.4005	0.433	0.2141	0.7824	0.8875	0.7312
b2325 	b2325	orf,_hypothetical_protein	0.151677371	1	0	-0.737	-0.3585	-0.3219	-0.2345	-0.737	0.2016	-0.304	-0.2176	-0.3219	-0.152	-0.5146	-1.218	-0.1361	0.04264	-0.889	-0.737	-0.2515	-0.2688	0.2141	-0.00025	-0.2515	0.1243	-0.55235	0.05658	-0.8625	-0.0145	-0.076	0.2016	-0.3401	-0.8365	-0.811	-0.152	0.1243	0.275	0.251
yfcA 	b2327	putative_structural_protein	0.6184580484	0.020375	-5.6170561304	-0.7612	-0.2863	-0.074	-0.5353	-0.415	-0.1844	-0.6215	-0.2863	-0.3771	-0.415	-0.1361	0.01436	0.2141	0.3219	1.417	0.1243	0.6041	0.5361	0.09761	0.23255	0.08406	0.01436	0.4005	0.5558	0.39205	0.4854	0.38275	-0.454	-0.1047	0.1763	0.2141	0.6508	0.5558	0.2265	0.3674
mepA 	b2328	murein_DD-endopeptidase,_penicillin-insensitive	0.3417265147	1	0	-0.1681	0.02857	0.07039	0.2016	0.3103	0.1506	-0.152	-0.04394	0.09761	-0.2688	-0.04394	-0.2176	0.2016	0.263	-0.2345	-0.2345	0.3103	0.111	0.3674	-0.0485	-0.2009	0.2265	-0.129895	0.1375	0.2392	0.757	0.33905	-0.1844	0.189	-0.04394	0.05658	0.4114	0.585	0.5753	0.4436
aroC 	b2329	chorismate_synthase	-0.0076373773	1	0	-0.2515	0.275	0.1375	0.3561	0.2141	0.275	0.2388	0.251	0.3674	0.2869	-0.074	0.04264	0.4957	0.07039	0.189	-0.05889	0.08406	0.04264	0.3561	0.01407	0.1243	0.3785	0.11582	0.7655	0.189	0.774	0.4037	-0.2688	-0.1203	-0.152	-0.5778	-0.4344	0.757	0.696	0.856
b2331 	b2331	orf,_hypothetical_protein	-0.2537935473	1	0	-0.304	-0.05889	-0.304	0.3334	-0.04394	0.1763	0.275	0.04264	0.07039	0.516	0.433	-0.2009	-0.6897	0.1635	0.1763	0.07039	-0.1047	0.04264	0.05658	-0.027195	0.1375	-0.3219	-0.2266	-0.1047	-0.21915	-0.1681	0.0945	-0.074	0.09761	-0.2863	-0.3401	-0.02915	-0.02915	-0.2515	0.04264
b2332 	b2332	orf,_hypothetical_protein	0.5355766678	0.9135	-0.130523366	-0.2515	0.04264	-0.02915	-0.2688	-0.04394	-0.2176	0.04264	-0.4739	-0.6439	-0.3585	0.2987	0.3103	0.1506	-0.2345	-0.2009	0.2388	0.3219	0.04264	-0.0145	-0.19265	-0.2176	0.01436	0.056165	0.4751	0.316855	0.585	0.3254	0.05658	0.189	0.1506	0.757	1.575	0.08406	-0.074	0.04264
b2333 	b2333	putative_fimbrial-like_protein	0.0654614783	1	0	-0.5995	-0.2688	-0.4941	0.1243	-0.152	-0.6439	-0.2345	-0.02915	-0.5778	-0.4739	0.585	0.7312	0.3674	0.4854	0.5059	1.064	1.208	0.7824	0.1763	0.3486	0.2016	0.2388	0.162055	0.2141	0.40595	0.09761	0.1375	-0.2176	-0.5353	-0.2863	0.1763	0.189	-0.6439	-0.889	-0.811
b2334 	b2334	orf,_hypothetical_protein	0.4239838486	0.967	-0.0484122052	-0.4941	0.08406	-0.5778	-0.2345	-0.1203	-0.4739	-0.1361	-0.6439	-0.7612	-0.7612	-1.837	0.1635	-0.0145	-1.69	0.2016	-0.370366	0.5945	0.05658	-0.0145	-0.10045	0.3219	0.2141	-0.12722	0.3896	-0.13745	0.2016	-0.06015	-0.304	-0.1047	-0.5146	-0.2176	0.02857	-0.7131	0.08406	-0.638758
b2335 	b2335	putative_fimbrial_protein	-0.115839822	1	0	-0.4739	-0.2863	-0.3585	-0.1681	-0.1047	-0.3771	-0.1203	-0.3959	-0.415	-0.5778	0.1506	1.791	0.9709	-0.3401	0.08406	1.575	-0.3771	-0.811	0.7398	0.16955	-0.074	0.4436	0.104825	0.2141	0.0615	0.111	0.273	-0.7612	-0.5146	-1.089	-0.04394	0.3334	-1.644	-0.02915	-1.556
